Microinjection	16364460
of	16364460
ritanserin	16364460
into	16364460
the	16364460
CA1	16364460
region	16364460
of	16364460
hippocampus	16364460
improves	16364460
scopolamine	16364460
-	16364460
induced	16364460
amnesia	16364460
in	16364460
adult	16364460
male	16364460
rats	16364460
.	16364460

The	16364460
effect	16364460
of	16364460
ritanserin	16364460
(	16364460
5	16364460
-	16364460
HT2	16364460
antagonist	16364460
)	16364460
on	16364460
scopolamine	16364460
(	16364460
muscarinic	16364460
cholinergic	16364460
antagonist	16364460
)	16364460
-	16364460
induced	16364460
amnesia	16364460
in	16364460
Morris	16364460
water	16364460
maze	16364460
(	16364460
MWM	16364460
)	16364460
was	16364460
investigated	16364460
.	16364460

Rats	16364460
were	16364460
divided	16364460
into	16364460
eight	16364460
groups	16364460
and	16364460
bilaterally	16364460
cannulated	16364460
into	16364460
CA1	16364460
region	16364460
of	16364460
the	16364460
hippocampus	16364460
.	16364460

One	16364460
week	16364460
later	16364460
,	16364460
they	16364460
received	16364460
repeatedly	16364460
vehicles	16364460
(	16364460
saline	16364460
,	16364460
DMSO	16364460
,	16364460
saline	16364460
+	16364460
DMSO	16364460
)	16364460
,	16364460
scopolamine	16364460
(	16364460
2	16364460
microg	16364460
/	16364460
0	16364460
.	16364460
5	16364460
microl	16364460
saline	16364460
/	16364460
side	16364460
;	16364460
30	16364460
min	16364460
before	16364460
training	16364460
)	16364460
,	16364460
ritanserin	16364460
(	16364460
2	16364460
,	16364460
4	16364460
and	16364460
8	16364460
microg	16364460
/	16364460
0	16364460
.	16364460
5	16364460
microl	16364460
DMSO	16364460
/	16364460
side	16364460
;	16364460
20	16364460
min	16364460
before	16364460
training	16364460
)	16364460
and	16364460
scopolamine	16364460
(	16364460
2	16364460
microg	16364460
/	16364460
0	16364460
.	16364460
5	16364460
microl	16364460
;	16364460
30	16364460
min	16364460
before	16364460
ritanserin	16364460
injection	16364460
)	16364460
+	16364460
ritanserin	16364460
(	16364460
4	16364460
microg	16364460
/	16364460
0	16364460
.	16364460
5	16364460
microl	16364460
DMSO	16364460
)	16364460
through	16364460
cannulae	16364460
each	16364460
day	16364460
.	16364460

Animals	16364460
were	16364460
tested	16364460
for	16364460
four	16364460
consecutive	16364460
days	16364460
(	16364460
4	16364460
trial	16364460
/	16364460
day	16364460
)	16364460
in	16364460
MWM	16364460
during	16364460
which	16364460
the	16364460
position	16364460
of	16364460
hidden	16364460
platform	16364460
was	16364460
unchanged	16364460
.	16364460

In	16364460
the	16364460
fifth	16364460
day	16364460
,	16364460
the	16364460
platform	16364460
was	16364460
elevated	16364460
above	16364460
the	16364460
water	16364460
surface	16364460
in	16364460
another	16364460
position	16364460
to	16364460
evaluate	16364460
the	16364460
function	16364460
of	16364460
motor	16364460
,	16364460
motivational	16364460
and	16364460
visual	16364460
systems	16364460
.	16364460

The	16364460
results	16364460
showed	16364460
a	16364460
significant	16364460
increase	16364460
in	16364460
escape	16364460
latencies	16364460
and	16364460
traveled	16364460
distances	16364460
to	16364460
find	16364460
platform	16364460
in	16364460
scopolamine	16364460
-	16364460
treated	16364460
group	16364460
as	16364460
compared	16364460
to	16364460
saline	16364460
group	16364460
.	16364460

Ritanserin	16364460
-	16364460
treated	16364460
rats	16364460
(	16364460
4	16364460
microg	16364460
/	16364460
0	16364460
.	16364460
5	16364460
microl	16364460
/	16364460
side	16364460
)	16364460
showed	16364460
a	16364460
significant	16364460
decrease	16364460
in	16364460
the	16364460
mentioned	16364460
parameters	16364460
as	16364460
compared	16364460
to	16364460
DMSO	16364460
-	16364460
treated	16364460
group	16364460
.	16364460

However	16364460
,	16364460
scopolamine	16364460
and	16364460
ritanserin	16364460
co	16364460
-	16364460
administration	16364460
resulted	16364460
in	16364460
a	16364460
significant	16364460
decrease	16364460
in	16364460
escape	16364460
latencies	16364460
and	16364460
traveled	16364460
distances	16364460
as	16364460
compared	16364460
to	16364460
the	16364460
scopolamine	16364460
-	16364460
treated	16364460
rats	16364460
.	16364460

Our	16364460
findings	16364460
show	16364460
that	16364460
microinjection	16364460
of	16364460
ritanserin	16364460
into	16364460
the	16364460
CA1	16364460
region	16364460
of	16364460
the	16364460
hippocampus	16364460
improves	16364460
the	16364460
scopolamine	16364460
-	16364460
induced	16364460
amnesia	16364460
.	16364460
P2RX7	19160446
:	19160446
A	19160446
bipolar	19160446
and	19160446
unipolar	19160446
disorder	19160446
candidate	19160446
susceptibility	19160446
gene?	19160446
The	19160446
chromosomal	19160446
region	19160446
12q24	19160446
has	19160446
been	19160446
previously	19160446
implicated	19160446
by	19160446
linkage	19160446
studies	19160446
of	19160446
both	19160446
bipolar	19160446
disorder	19160446
and	19160446
unipolar	19160446
mood	19160446
disorder	19160446
and	19160446
we	19160446
have	19160446
reported	19160446
two	19160446
pedigrees	19160446
segregating	19160446
both	19160446
bipolar	19160446
disorder	19160446
and	19160446
Darier	19160446
'	19160446
s	19160446
disease	19160446
that	19160446
show	19160446
linkage	19160446
across	19160446
this	19160446
region	19160446
.	19160446

The	19160446
gene	19160446
P2RX7	19160446
is	19160446
located	19160446
in	19160446
this	19160446
chromosomal	19160446
region	19160446
and	19160446
has	19160446
been	19160446
recently	19160446
reported	19160446
as	19160446
a	19160446
susceptibility	19160446
gene	19160446
for	19160446
bipolar	19160446
disorder	19160446
and	19160446
unipolar	19160446
depression	19160446
.	19160446

The	19160446
non	19160446
-	19160446
synonymous	19160446
SNP	19160446
rs2230912	19160446
(	19160446
resulting	19160446
in	19160446
amino	19160446
-	19160446
acid	19160446
polymorphism	19160446
Q460R	19160446
)	19160446
showed	19160446
the	19160446
strongest	19160446
association	19160446
and	19160446
has	19160446
been	19160446
postulated	19160446
to	19160446
be	19160446
pathogenically	19160446
relevant	19160446
.	19160446

We	19160446
have	19160446
investigated	19160446
this	19160446
gene	19160446
in	19160446
a	19160446
large	19160446
UK	19160446
case	19160446
-	19160446
control	19160446
sample	19160446
(	19160446
bipolar	19160446
I	19160446
disorder	19160446
N	19160446
=	19160446
687	19160446
,	19160446
unipolar	19160446
recurrent	19160446
major	19160446
depression	19160446
N	19160446
=	19160446
1	19160446
,	19160446
036	19160446
,	19160446
controls	19160446
N	19160446
=	19160446
1	19160446
,	19160446
204	19160446
)	19160446
.	19160446

Neither	19160446
rs2230912	19160446
nor	19160446
any	19160446
of	19160446
8	19160446
other	19160446
SNPs	19160446
genotyped	19160446
across	19160446
P2RX7	19160446
was	19160446
found	19160446
to	19160446
be	19160446
associated	19160446
with	19160446
mood	19160446
disorder	19160446
in	19160446
general	19160446
,	19160446
nor	19160446
specifically	19160446
with	19160446
bipolar	19160446
or	19160446
unipolar	19160446
disorder	19160446
.	19160446

Further	19160446
,	19160446
sequencing	19160446
of	19160446
our	19160446
two	19160446
chromosome	19160446
12	19160446
-	19160446
linked	19160446
bipolar	19160446
-	19160446
Darier	19160446
families	19160446
showed	19160446
no	19160446
evidence	19160446
of	19160446
rare	19160446
variants	19160446
at	19160446
P2RX7	19160446
that	19160446
could	19160446
explain	19160446
the	19160446
linkage	19160446
.	19160446

Our	19160446
data	19160446
do	19160446
not	19160446
provide	19160446
support	19160446
for	19160446
rs2230912	19160446
or	19160446
the	19160446
other	19160446
polymorphisms	19160446
studied	19160446
within	19160446
the	19160446
P2RX7	19160446
locus	19160446
,	19160446
being	19160446
involved	19160446
in	19160446
susceptibility	19160446
to	19160446
mood	19160446
disorders	19160446
.	19160446
Pilocarpine	16596970
seizures	16596970
cause	16596970
age	16596970
-	16596970
dependent	16596970
impairment	16596970
in	16596970
auditory	16596970
location	16596970
discrimination	16596970
.	16596970

Children	16596970
who	16596970
have	16596970
status	16596970
epilepticus	16596970
have	16596970
continuous	16596970
or	16596970
rapidly	16596970
repeating	16596970
seizures	16596970
that	16596970
may	16596970
be	16596970
life	16596970
-	16596970
threatening	16596970
and	16596970
may	16596970
cause	16596970
life	16596970
-	16596970
long	16596970
changes	16596970
in	16596970
brain	16596970
and	16596970
behavior	16596970
.	16596970

The	16596970
extent	16596970
to	16596970
which	16596970
status	16596970
epilepticus	16596970
causes	16596970
deficits	16596970
in	16596970
auditory	16596970
discrimination	16596970
is	16596970
unknown	16596970
.	16596970

A	16596970
naturalistic	16596970
auditory	16596970
location	16596970
discrimination	16596970
method	16596970
was	16596970
used	16596970
to	16596970
evaluate	16596970
this	16596970
question	16596970
using	16596970
an	16596970
animal	16596970
model	16596970
of	16596970
status	16596970
epilepticus	16596970
.	16596970

Male	16596970
Sprague	16596970
-	16596970
Dawley	16596970
rats	16596970
were	16596970
injected	16596970
with	16596970
saline	16596970
on	16596970
postnatal	16596970
day	16596970
(	16596970
P	16596970
)	16596970
20	16596970
,	16596970
or	16596970
a	16596970
convulsant	16596970
dose	16596970
of	16596970
pilocarpine	16596970
on	16596970
P20	16596970
or	16596970
P45	16596970
.	16596970

Pilocarpine	16596970
on	16596970
either	16596970
day	16596970
induced	16596970
status	16596970
epilepticus	16596970
;	16596970
status	16596970
epilepticus	16596970
at	16596970
P45	16596970
resulted	16596970
in	16596970
CA3	16596970
cell	16596970
loss	16596970
and	16596970
spontaneous	16596970
seizures	16596970
,	16596970
whereas	16596970
P20	16596970
rats	16596970
had	16596970
no	16596970
cell	16596970
loss	16596970
or	16596970
spontaneous	16596970
seizures	16596970
.	16596970

Mature	16596970
rats	16596970
were	16596970
trained	16596970
with	16596970
sound	16596970
-	16596970
source	16596970
location	16596970
and	16596970
sound	16596970
-	16596970
silence	16596970
discriminations	16596970
.	16596970

Control	16596970
(	16596970
saline	16596970
P20	16596970
)	16596970
rats	16596970
acquired	16596970
both	16596970
discriminations	16596970
immediately	16596970
.	16596970

In	16596970
status	16596970
epilepticus	16596970
(	16596970
P20	16596970
)	16596970
rats	16596970
,	16596970
acquisition	16596970
of	16596970
the	16596970
sound	16596970
-	16596970
source	16596970
location	16596970
discrimination	16596970
was	16596970
moderately	16596970
impaired	16596970
.	16596970

Status	16596970
epilepticus	16596970
(	16596970
P45	16596970
)	16596970
rats	16596970
failed	16596970
to	16596970
acquire	16596970
either	16596970
sound	16596970
-	16596970
source	16596970
location	16596970
or	16596970
sound	16596970
-	16596970
silence	16596970
discriminations	16596970
.	16596970

Status	16596970
epilepticus	16596970
in	16596970
rat	16596970
causes	16596970
an	16596970
age	16596970
-	16596970
dependent	16596970
,	16596970
long	16596970
-	16596970
term	16596970
impairment	16596970
in	16596970
auditory	16596970
discrimination	16596970
.	16596970

This	16596970
impairment	16596970
may	16596970
explain	16596970
one	16596970
cause	16596970
of	16596970
impaired	16596970
auditory	16596970
location	16596970
discrimination	16596970
in	16596970
humans	16596970
.	16596970
The	19394258
first	19394258
founder	19394258
DGUOK	19394258
mutation	19394258
associated	19394258
with	19394258
hepatocerebral	19394258
mitochondrial	19394258
DNA	19394258
depletion	19394258
syndrome	19394258
.	19394258

Deoxyguanosine	19394258
kinase	19394258
(	19394258
dGK	19394258
)	19394258
deficiency	19394258
is	19394258
a	19394258
frequent	19394258
cause	19394258
of	19394258
mitochondrial	19394258
DNA	19394258
depletion	19394258
associated	19394258
with	19394258
a	19394258
hepatocerebral	19394258
phenotype	19394258
.	19394258

In	19394258
this	19394258
study	19394258
,	19394258
we	19394258
describe	19394258
a	19394258
new	19394258
splice	19394258
site	19394258
mutation	19394258
in	19394258
the	19394258
DGUOK	19394258
gene	19394258
and	19394258
the	19394258
clinical	19394258
,	19394258
radiologic	19394258
,	19394258
and	19394258
genetic	19394258
features	19394258
of	19394258
these	19394258
DGUOK	19394258
patients	19394258
.	19394258

This	19394258
new	19394258
DGUOK	19394258
homozygous	19394258
mutation	19394258
(	19394258
c	19394258
.	19394258
444	19394258
-	19394258
62C	19394258
>	19394258
A	19394258
)	19394258
was	19394258
identified	19394258
in	19394258
three	19394258
patients	19394258
from	19394258
two	19394258
North	19394258
-	19394258
African	19394258
consanguineous	19394258
families	19394258
with	19394258
combined	19394258
respiratory	19394258
chain	19394258
deficiencies	19394258
and	19394258
mitochondrial	19394258
DNA	19394258
depletion	19394258
in	19394258
the	19394258
